temperature,rain,light,result
14.5,20.0,110.9,13
16.9,236.8,106.1,13
7.6,196.4,108.2,13
6.1,247.8,91.8,13
11.8,126.2,83.0,13
12.4,9.5,34.3,13
1.6,8.5,51.8,13
13.4,187.6,9.6,13
17.1,244.7,126.0,13
3.1,41.3,15.7,13
1.7,56.4,49.1,13
15.4,43.3,127.8,13
10.3,10.9,99.3,13
14.6,152.8,28.1,13
1.1,104.1,59.5,13
17.9,197.3,54.8,13
13.2,108.4,45.1,13
14.5,135.9,13.6,13
10.4,237.7,53.2,13
8.5,40.9,20.5,13
8.9,149.0,5.2,13
5.5,112.3,11.0,13
18.0,206.4,57.9,13
5.8,232.7,128.3,13
8.5,249.6,105.8,13
4.1,142.0,8.3,13
10.4,54.8,57.7,13
3.3,213.0,87.7,13
15.1,205.4,16.8,13
17.1,47.9,101.6,13
16.6,3.9,5.8,13
9.2,77.8,139.4,13
15.5,100.3,77.0,13
4.0,1.2,24.7,13
1.7,234.4,102.7,13
15.5,3.3,100.0,13
10.1,129.6,42.9,13
5.0,162.6,96.8,13
10.5,144.3,45.6,13
4.4,33.2,119.4,13
9.4,211.2,103.1,13
6.7,3.5,8.0,13
16.8,32.1,75.9,13
7.5,19.3,63.4,13
7.0,127.0,26.4,13
10.0,152.1,102.3,13
3.0,149.2,104.9,13
5.8,96.2,129.8,13
9.2,192.4,109.1,13
0.8,25.8,133.7,13
1.7,67.8,19.3,13
13.3,238.6,93.9,13
10.1,8.2,68.6,13
14.9,128.0,101.1,13
4.9,159.2,56.9,13
12.7,19.7,49.7,13
5.6,119.3,78.3,13
8.8,49.2,125.4,13
16.3,209.6,103.4,13
11.6,248.8,43.1,13
15.8,152.2,4.6,13
3.2,204.1,56.3,13
11.1,143.5,22.9,13
6.4,19.4,129.1,13
17.4,61.3,6.0,13
11.9,22.3,31.6,13
2.8,18.6,13.5,13
17.4,160.6,43.5,13
2.3,132.9,127.1,13
15.4,12.0,8.4,13
6.1,225.6,103.5,13
5.1,243.9,73.1,13
11.4,75.2,102.1,13
1.2,170.9,94.3,13
1.3,66.7,40.3,13
15.0,35.7,16.1,13
10.4,100.9,81.5,13
17.3,194.0,21.6,13
1.6,65.4,130.1,13
2.5,16.6,85.9,13
5.8,168.5,136.6,13
4.6,194.4,119.4,13
15.3,70.1,9.9,13
1.2,39.3,25.4,13
12.5,118.8,1.1,13
5.5,113.1,64.4,13
7.5,213.4,16.5,13
0.1,161.2,61.3,13
4.1,133.5,95.5,13
12.8,147.2,21.6,13
0.3,173.4,95.3,13
0.5,182.6,45.1,13
1.1,209.1,76.9,13
2.6,217.2,22.7,13
0.9,9.3,123.7,13
7.2,170.1,22.4,13
10.6,206.6,100.2,13
9.4,227.9,91.2,13
15.2,219.1,120.4,13
18.0,135.8,99.3,13
10.1,155.9,129.1,13
13.9,35.1,12.0,13
2.6,144.4,19.8,13
7.0,170.8,37.2,13
5.4,53.9,6.8,13
12.2,32.5,130.5,13
16.4,206.7,23.7,13
16.7,127.0,62.0,13
14.3,14.9,91.3,13
3.6,186.5,100.4,13
5.0,192.6,111.9,13
14.2,225.3,39.2,13
17.9,219.2,83.7,13
3.7,212.9,43.1,13
13.6,201.2,24.4,13
3.3,208.3,66.5,13
14.6,107.0,7.7,13
3.4,177.4,4.5,13
0.9,72.0,132.0,13
3.9,186.0,131.5,13
11.6,214.9,92.3,13
13.2,153.1,9.2,13
16.5,75.1,92.8,13
4.8,115.3,25.1,13
13.9,87.3,9.3,13
17.7,210.9,34.2,13
8.8,59.0,28.3,13
6.9,39.9,32.7,13
9.2,24.9,77.1,13
0.8,222.2,22.6,13
4.7,210.0,115.7,13
13.4,99.3,70.6,13
14.5,143.8,129.0,13
5.5,243.7,41.7,13
5.4,33.8,77.9,13
2.3,30.7,83.6,13
4.5,23.2,129.8,13
13.5,129.9,12.0,13
0.2,246.9,128.1,13
11.1,250.2,129.5,13
4.3,234.8,78.2,13
0.5,85.4,66.4,13
1.4,134.6,97.1,13
4.6,53.5,96.8,13
3.7,215.7,12.5,13
15.7,77.0,82.3,13
0.8,245.7,111.8,13
10.6,190.3,13.6,13
15.0,47.1,20.4,13
14.6,26.0,75.2,13
13.5,15.8,33.9,13
16.1,13.9,114.3,13
0.9,86.0,46.3,13
2.6,187.5,49.2,13
17.1,92.2,44.1,13
8.9,99.9,14.3,13
4.0,249.6,58.5,13
17.3,112.4,120.6,13
15.2,47.0,87.6,13
15.7,112.5,19.2,13
0.2,83.9,38.5,13
3.6,37.9,99.7,13
16.4,54.5,111.4,13
12.8,243.1,21.1,13
3.1,205.1,37.8,13
7.1,46.5,136.5,13
9.7,70.3,71.8,13
7.2,194.6,68.6,13
9.1,7.9,51.4,13
7.2,80.3,68.7,13
5.8,184.3,81.5,13
9.3,118.0,30.7,13
8.5,160.7,104.7,13
13.4,10.8,35.4,13
3.4,90.2,51.9,13
4.0,101.0,47.7,13
9.5,79.4,47.1,13
4.6,65.0,112.6,13
2.1,243.3,38.9,13
2.1,163.7,3.0,13
15.8,84.5,46.3,13
6.8,120.9,126.0,13
15.1,226.0,77.0,13
0.4,85.4,23.4,13
0.5,178.4,90.3,13
2.7,225.2,119.0,13
3.9,178.9,75.1,13
9.8,12.4,131.8,13
6.1,225.5,137.6,13
10.8,234.5,79.8,13
6.9,235.9,135.9,13
17.2,190.7,16.3,13
17.1,60.7,59.5,13
0.7,61.6,69.9,13
13.6,129.6,53.0,13
14.6,201.8,43.2,13
3.1,107.1,52.3,13
10.6,212.3,55.1,13
6.6,141.7,29.5,13
8.9,125.8,48.9,13
9.9,202.3,130.1,13
11.1,91.3,19.3,13
13.1,115.6,127.2,13
8.0,166.9,73.1,13
9.5,211.5,71.6,13
15.3,247.4,57.1,13
1.2,149.3,45.5,13
0.7,77.6,28.1,13
1.2,81.3,69.0,13
10.3,231.9,68.6,13
3.6,223.9,18.4,13
0.7,38.0,29.4,13
2.2,50.9,41.1,13
10.9,68.1,131.5,13
6.4,113.5,30.1,13
15.1,106.9,93.1,13
9.6,158.9,119.0,13
14.2,214.7,120.5,13
16.5,188.5,118.8,13
16.8,2.6,104.1,13
5.5,189.8,17.7,13
9.2,219.7,46.6,13
8.1,61.7,124.0,13
10.2,215.4,138.8,13
13.7,203.8,117.0,13
16.4,133.8,62.1,13
2.0,40.0,13.4,13
4.9,226.8,48.4,13
3.6,194.3,20.7,13
5.8,65.4,32.6,13
12.1,230.4,3.1,13
9.5,39.8,24.4,13
16.3,79.7,85.4,13
7.1,17.3,93.2,13
16.6,130.2,39.9,13
8.1,99.0,42.4,13
14.6,79.8,131.0,13
2.9,38.2,76.8,13
8.3,97.7,92.3,13
1.6,183.4,58.6,13
15.2,106.7,50.9,13
3.6,38.6,87.1,13
8.0,43.0,88.1,13
0.6,39.0,59.5,13
9.7,146.9,137.8,13
1.0,183.5,101.0,13
13.5,191.0,126.0,13
12.0,127.3,12.2,13
8.2,87.1,56.4,13
2.5,44.9,52.2,13
7.0,123.3,66.0,13
17.2,205.1,73.2,13
13.9,76.1,113.4,13
8.0,99.0,96.8,13
1.1,160.8,80.8,13
0.3,245.7,77.8,13
1.1,9.8,92.3,13
4.9,124.9,85.9,13
12.0,116.1,134.6,13
6.4,161.7,49.5,13
5.0,87.9,91.3,13
2.2,123.4,123.6,13
1.0,223.7,136.2,13
0.0,20.2,77.6,13
15.7,79.8,67.2,13
12.3,61.0,106.2,13
10.6,238.0,43.1,13
14.9,80.7,22.3,13
11.5,151.2,56.2,13
8.7,113.4,46.7,13
1.1,137.0,139.2,13
14.7,70.9,138.8,13
6.9,58.3,86.9,13
7.4,184.1,19.3,13
7.0,34.9,73.3,13
4.3,194.5,16.4,13
10.8,216.7,86.6,13
6.5,0.1,26.3,13
4.9,233.0,78.1,13
14.7,151.1,35.6,13
7.0,116.9,122.1,13
10.2,194.8,16.9,13
17.0,12.4,112.2,13
15.2,14.3,83.6,13
8.0,168.8,124.4,13
16.6,248.1,106.4,13
16.5,185.5,55.6,13
11.6,114.2,137.6,13
14.5,133.4,131.6,13
4.6,76.1,37.7,13
14.0,209.2,112.5,13
14.8,182.5,35.0,13
12.7,167.3,39.9,13
6.7,221.8,110.1,13
13.1,64.4,101.0,13
14.2,148.7,55.0,13
8.2,242.0,30.1,13
8.5,71.3,82.1,13
10.1,233.7,37.4,13
16.9,163.4,57.5,13
16.8,34.5,21.6,13
6.7,127.8,91.3,13
10.9,86.3,8.0,13
14.5,113.5,132.2,13
9.8,113.3,131.2,13
3.6,177.9,42.6,13
3.8,110.7,28.0,13
0.9,225.6,86.6,13
17.0,141.5,135.6,13
1.5,35.5,18.3,13
14.0,167.7,80.3,13
9.8,88.8,131.0,13
11.8,92.6,37.4,13
9.6,43.4,115.7,13
2.1,92.2,136.0,13
16.4,75.6,97.1,13
8.7,235.7,37.2,13
12.0,161.1,74.4,13
4.5,15.1,116.5,13
16.0,178.4,29.9,13
6.8,210.0,27.9,13
3.3,228.4,109.7,13
12.4,122.0,111.9,13
4.6,221.3,102.8,13
2.3,246.7,31.0,13
16.4,113.7,95.5,13
6.1,160.9,30.6,13
16.3,188.3,58.8,13
11.4,152.3,96.5,13
7.9,154.3,135.7,13
16.0,67.4,135.3,13
10.5,95.5,80.1,13
15.9,239.3,10.3,13
16.7,195.9,6.2,13
0.6,202.3,26.1,13
4.9,199.6,36.4,13
10.0,184.0,45.1,13
17.2,107.7,31.7,13
7.7,36.4,136.6,13
2.0,140.7,59.9,13
9.1,224.5,38.7,13
9.0,120.4,91.2,13
17.2,99.0,61.1,13
4.4,208.9,20.8,13
9.3,100.4,15.3,13
10.9,190.7,138.9,13
5.2,38.7,59.8,13
4.7,26.1,48.1,13
11.2,119.2,68.1,13
9.3,43.2,107.9,13
2.7,115.9,40.6,13
11.2,178.8,135.6,13
4.9,88.5,101.9,13
8.4,93.5,23.6,13
12.8,240.7,24.1,13
12.1,60.4,75.7,13
3.1,215.2,4.0,13
13.0,0.4,16.3,13
9.2,83.2,126.9,13
9.7,105.5,93.6,13
8.0,180.0,127.9,13
10.2,101.1,78.3,13
9.2,140.4,100.6,13
6.3,17.8,62.0,13
0.9,19.7,21.6,13
14.7,101.1,86.7,13
6.3,187.0,57.5,13
4.1,151.8,37.4,13
5.5,133.2,17.0,13
9.0,245.3,31.4,13
9.4,177.6,81.6,13
10.9,175.6,29.0,13
6.9,178.2,11.7,13
10.1,205.6,112.4,13
10.8,187.8,48.5,13
2.0,238.8,58.0,13
4.4,146.5,74.4,13
0.4,92.9,117.4,13
11.0,155.2,56.3,13
16.1,153.1,72.5,13
15.9,20.3,137.3,13
2.8,56.6,4.1,13
14.1,31.2,133.9,13
11.7,246.8,30.1,13
8.4,31.7,55.9,13
3.8,32.5,3.2,13
16.6,158.2,39.7,13
17.2,174.8,98.9,13
16.0,53.6,73.8,13
13.0,51.7,44.3,13
17.1,199.0,11.0,13
12.6,79.6,81.5,13
9.3,218.4,61.3,13
13.9,213.0,86.2,13
4.7,219.3,123.2,13
16.7,223.9,130.1,13
5.9,128.8,85.4,13
5.4,120.7,54.7,13
2.6,68.7,108.8,13
9.7,133.5,42.3,13
16.1,177.1,17.7,13
14.9,98.9,99.3,13
1.5,250.6,104.4,13
14.7,203.8,52.6,13
7.5,91.8,108.7,13
14.5,178.5,31.6,13
12.1,245.9,123.0,13
10.4,171.3,40.2,13
6.5,240.7,34.8,13
1.5,213.2,13.6,13
16.4,199.2,21.2,13
9.9,65.5,107.0,13
0.2,99.9,83.0,13
5.6,182.0,23.6,13
11.6,195.1,41.6,13
17.4,247.8,101.7,13
12.7,197.6,139.0,13
4.3,178.8,16.7,13
12.3,162.5,107.0,13
11.7,5.7,7.1,13
16.8,228.3,35.1,13
3.9,46.9,115.5,13
6.4,163.0,61.3,13
1.0,164.9,31.2,13
16.0,221.3,9.7,13
3.3,243.7,74.8,13
10.1,153.0,44.6,13
0.1,128.3,129.2,13
16.1,169.8,26.3,13
10.0,53.1,89.2,13
5.5,42.9,9.8,13
12.5,43.0,52.1,13
2.3,118.9,95.7,13
12.9,134.9,121.0,13
2.7,180.7,51.0,13
2.8,244.0,22.2,13
10.2,249.0,119.1,13
14.1,210.7,94.9,13
4.7,175.8,93.4,13
4.8,32.7,24.9,13
6.2,167.5,56.6,13
10.5,1.8,136.8,13
6.0,15.1,61.8,13
2.5,12.9,32.2,13
16.0,196.3,111.0,13
9.4,69.0,127.1,13
3.7,3.0,87.6,13
4.0,134.6,14.8,13
1.8,226.1,16.4,13
13.1,116.3,36.9,13
7.3,31.9,6.9,13
14.9,162.1,31.3,13
11.5,201.4,41.5,13
8.5,107.3,135.4,13
3.3,42.5,137.8,13
5.4,8.6,87.5,13
8.5,3.2,10.0,13
9.6,92.4,132.1,13
4.6,107.2,31.4,13
8.4,128.9,81.5,13
7.9,15.9,23.2,13
4.5,228.5,27.4,13
14.8,164.6,78.6,13
0.9,216.0,95.8,13
5.3,64.6,15.8,13
7.2,107.5,41.2,13
14.9,50.6,81.0,13
6.4,62.8,30.0,13
9.5,86.2,39.3,13
1.9,99.0,133.2,13
2.4,35.7,24.7,13
13.5,221.6,35.8,13
6.5,16.6,63.7,13
11.3,201.5,87.3,13
5.9,159.2,14.2,13
4.2,5.6,81.9,13
5.2,145.5,26.5,13
6.0,182.0,36.8,13
1.1,31.5,90.3,13
13.3,241.8,27.0,13
12.9,209.4,114.7,13
10.6,52.2,76.2,13
0.8,207.9,80.8,13
11.2,244.7,131.4,13
7.3,229.4,55.1,13
6.8,238.6,0.6,13
8.2,131.3,38.5,13
2.4,158.2,54.8,13
5.1,79.2,101.6,13
7.4,246.3,17.5,13
4.7,169.0,31.0,13
5.2,83.5,80.4,13
2.2,34.3,33.8,13
12.9,118.3,74.8,13
7.6,156.8,45.2,13
16.3,29.7,82.2,13
8.0,129.0,99.6,13
2.1,75.3,94.4,13
1.5,6.2,70.9,13
4.5,0.1,52.2,13
2.6,78.1,86.4,13
12.6,136.7,115.7,13
7.6,174.8,61.5,13
14.0,180.9,54.2,13
14.1,155.9,88.1,13
7.5,229.0,96.0,13
10.1,174.7,112.5,13
16.9,45.8,47.2,13
3.2,233.8,119.2,13
3.2,149.9,112.9,13
2.1,156.4,61.0,13
11.7,206.4,99.3,13
5.8,101.7,15.6,13
2.4,13.9,92.7,13
4.0,133.1,47.4,13
3.8,52.3,107.2,13
2.0,208.2,134.1,13
0.4,85.8,80.6,13
13.1,6.3,6.8,13
3.6,223.8,56.6,13
12.7,40.1,105.6,13
10.4,91.7,105.2,13
11.2,180.9,85.5,13
3.9,30.6,3.1,13
11.0,130.6,7.0,13
6.4,21.0,29.1,13
2.9,219.3,43.9,13
1.7,231.8,75.9,13
0.4,51.1,111.2,13
3.9,87.3,6.7,13
0.8,203.7,55.6,13
11.4,241.3,87.1,13
16.4,211.3,81.5,13
6.6,162.4,27.9,13
10.2,162.5,34.7,13
13.7,150.1,118.8,13
11.8,45.6,64.3,13
5.3,114.9,69.5,13
2.9,88.6,41.4,13
3.3,120.8,112.8,13
9.3,33.3,6.3,13
11.7,230.8,41.5,13
6.5,55.2,22.7,13
11.3,246.2,5.1,13
0.1,156.9,122.2,13
11.9,244.1,119.7,13
2.2,175.2,31.8,13
11.0,244.9,89.8,13
11.1,151.9,74.3,13
9.0,71.7,70.1,13
11.3,49.6,20.5,13
4.7,161.9,43.7,13
2.0,41.8,39.5,13
14.9,189.5,15.7,13
12.0,20.8,139.5,13
10.1,69.1,88.7,13
10.7,1.5,115.3,13
10.1,50.9,39.8,13
11.2,240.4,65.6,13
10.6,39.5,9.5,13
16.4,124.9,23.5,13
6.3,184.4,51.9,13
1.6,192.8,18.0,13
3.4,17.5,89.3,13
11.9,53.8,119.6,13
12.6,243.2,114.9,13
4.1,203.5,50.6,13
3.3,214.9,131.9,13
6.7,243.0,3.1,13
14.1,214.1,85.1,13
4.8,120.7,111.4,13
0.7,108.3,93.6,13
10.3,112.9,134.0,13
17.0,114.8,105.4,13
12.9,96.9,39.3,13
2.5,68.5,58.2,13
11.1,245.5,19.3,13
7.7,104.4,24.8,13
13.1,93.4,35.7,13
6.5,201.2,33.3,13
15.0,194.3,134.4,13
6.4,92.2,6.3,13
17.9,154.7,105.3,13
16.3,127.4,51.5,13
7.6,14.7,110.5,13
6.2,184.8,81.2,13
7.9,225.6,113.2,13
11.2,66.5,116.9,13
7.4,65.0,120.9,13
13.7,10.1,8.1,13
16.6,246.7,109.0,13
12.8,162.4,34.1,13
5.1,230.0,31.8,13
12.9,199.5,36.3,13
10.6,230.0,84.1,13
10.6,61.3,46.9,13
9.7,105.0,75.2,13
2.5,155.6,59.5,13
9.0,76.0,29.2,13
10.7,91.7,94.5,13
1.9,221.7,69.0,13
15.8,25.5,29.9,13
11.3,157.5,102.9,13
12.3,130.3,40.0,13
5.5,155.8,15.6,13
1.5,62.2,94.2,13
4.8,243.5,18.3,13
9.6,29.4,73.0,13
16.2,172.7,100.2,13
9.7,216.9,120.7,13
9.9,157.1,129.6,13
5.5,103.8,29.0,13
15.6,145.4,14.4,13
7.1,128.6,134.3,13
17.7,151.1,59.0,13
5.6,180.7,64.2,13
2.6,31.0,57.1,13
5.2,140.9,14.8,13
8.0,99.5,28.5,13
17.3,62.4,102.4,13
13.1,172.7,100.9,13
2.4,38.4,61.0,13
14.1,218.0,1.2,13
6.0,97.8,20.1,13
12.9,10.8,43.6,13
12.5,95.4,3.8,13
8.1,96.8,109.9,13
16.5,129.3,115.2,13
2.2,141.5,33.8,13
9.9,112.2,63.3,13
10.2,83.0,137.5,13
2.6,42.3,85.9,13
13.3,57.0,2.9,13
15.0,175.2,86.4,13
3.4,65.3,47.5,13
0.9,12.8,135.1,13
9.0,233.3,120.7,13
14.1,134.4,113.7,13
13.6,236.8,89.5,13
3.8,125.6,126.0,13
12.1,210.7,19.2,13
6.1,226.4,35.4,13
16.8,6.7,104.4,13
5.2,27.0,110.5,13
6.1,68.0,117.1,13
6.0,19.4,84.2,13
11.9,159.7,131.9,13
14.1,158.6,72.7,13
10.8,78.2,137.9,13
4.5,193.7,4.1,13
10.8,128.1,70.9,13
8.3,22.5,88.4,13
2.9,167.9,138.1,13
9.5,53.0,70.5,13
1.8,132.0,36.7,13
2.8,3.2,83.4,13
1.5,28.1,108.5,13
1.1,225.8,119.8,13
7.4,93.7,131.8,13
17.4,237.8,116.7,13
3.9,241.3,100.2,13
3.1,181.4,30.7,13
1.2,202.6,138.6,13
15.8,114.3,53.6,13
0.9,61.1,28.4,13
13.7,0.4,43.5,13
8.3,209.4,73.0,13
9.0,147.2,33.8,13
17.5,73.5,55.5,13
16.2,132.2,138.4,13
1.4,85.1,30.8,13
7.6,101.7,26.5,13
4.5,249.2,120.1,13
0.9,229.7,110.9,13
0.2,93.1,24.1,13
12.3,68.9,90.2,13
11.6,96.5,78.4,13
8.9,20.4,97.8,13
2.9,249.0,50.5,13
7.0,11.3,83.7,13
1.8,35.4,60.8,13
10.1,196.2,16.9,13
4.6,101.0,131.0,13
3.7,48.6,1.9,13
6.3,246.0,34.9,13
4.3,6.1,40.3,13
0.1,73.7,106.6,13
11.1,155.3,45.5,13
4.6,209.8,139.4,13
12.3,178.7,92.6,13
0.0,238.4,23.5,13
14.6,175.1,111.6,13
17.3,104.0,137.0,13
1.1,0.4,56.2,13
1.7,57.3,21.1,13
6.7,147.4,72.3,13
17.7,44.1,126.1,13
3.8,152.7,69.6,13
14.6,216.0,77.9,13
6.9,134.4,92.8,13
14.4,144.9,51.3,13
14.8,193.1,14.3,13
8.7,250.9,112.7,13
5.0,196.5,52.8,13
13.4,74.9,62.0,13
11.0,189.2,19.4,13
1.5,81.6,128.1,13
16.9,70.4,12.3,13
5.2,240.4,84.5,13
1.9,92.1,4.6,13
8.7,170.5,105.6,13
17.7,86.7,133.4,13
11.2,105.6,56.5,13
1.2,204.9,83.7,13
5.3,167.8,125.8,13
10.7,214.5,76.1,13
3.8,67.9,14.0,13
12.8,210.4,131.3,13
10.5,23.5,60.2,13
2.0,116.3,128.4,13
11.8,80.0,60.3,13
6.1,209.4,80.0,13
8.2,221.7,95.3,13
3.6,80.6,51.2,13
7.1,247.6,91.1,13
15.7,130.7,119.0,13
13.9,51.1,128.9,13
11.8,147.4,45.6,13
9.7,52.6,17.6,13
7.1,94.3,95.2,13
6.8,26.8,13.6,13
14.5,127.1,82.0,13
3.6,76.1,86.8,13
4.3,52.6,89.3,13
14.0,90.0,20.8,13
16.5,138.3,100.3,13
13.5,116.2,109.5,13
2.4,96.7,113.9,13
6.7,112.5,79.8,13
6.4,51.1,43.7,13
1.0,220.4,66.8,13
15.6,121.6,83.3,13
6.5,195.0,38.8,13
6.0,157.6,26.9,13
5.1,134.7,134.5,13
9.0,96.7,8.0,13
5.4,224.0,40.9,13
5.2,85.2,84.9,13
2.3,164.6,35.8,13
12.5,102.8,83.2,13
12.7,126.7,117.0,13
7.1,196.3,71.3,13
13.1,37.1,76.1,13
10.3,128.6,108.9,13
9.4,128.9,19.8,13
0.8,0.6,113.9,13
17.9,165.4,49.0,13
3.0,182.4,2.5,13
14.2,216.2,139.5,13
11.7,109.8,102.6,13
1.5,153.3,35.0,13
8.9,93.9,43.5,13
5.7,205.2,36.3,13
9.5,165.4,29.2,13
6.7,79.0,11.3,13
6.8,207.7,5.0,13
4.4,48.4,11.8,13
6.5,83.5,0.6,13
17.2,105.0,137.8,13
15.4,166.9,95.7,13
17.3,47.3,131.4,13
6.6,68.1,132.4,13
12.8,200.0,130.6,13
0.9,203.1,87.7,13
3.0,20.0,96.6,13
5.4,90.3,52.5,13
0.2,15.2,82.1,13
8.4,121.4,70.2,13
7.6,109.2,67.1,13
0.7,88.0,59.0,13
2.3,106.8,101.0,13
11.6,12.3,57.8,13
0.2,134.2,139.6,13
11.7,224.3,64.9,13
11.6,227.9,49.4,13
13.7,46.3,50.7,13
15.2,57.3,38.3,13
8.2,96.7,98.4,13
2.5,41.2,60.5,13
6.6,155.3,68.9,13
15.8,92.9,81.1,13
11.0,73.6,112.0,13
1.8,196.1,6.1,13
14.5,246.4,134.9,13
9.8,130.6,9.3,13
12.8,5.0,93.8,13
13.6,71.6,50.5,13
2.8,139.2,103.2,13
12.1,21.5,45.2,13
7.9,143.4,23.6,13
8.5,65.4,82.0,13
7.0,180.2,3.6,13
11.0,29.4,127.6,13
12.5,115.5,37.3,13
14.3,29.0,89.4,13
14.4,158.5,78.1,13
12.8,236.8,127.7,13
11.0,65.7,117.7,13
13.1,130.0,0.4,13
2.0,126.2,76.9,13
3.8,93.8,24.6,13
4.4,186.9,92.2,13
11.0,182.3,20.8,13
15.9,126.2,45.6,13
5.4,26.8,120.3,13
2.0,88.7,48.7,13
10.4,198.7,69.2,13
2.4,138.4,130.7,13
3.0,159.4,75.6,13
9.5,25.7,54.5,13
12.1,57.2,114.3,13
3.0,13.3,52.4,13
10.7,155.0,99.5,13
2.1,174.9,40.9,13
17.7,136.8,68.2,13
1.9,39.9,96.5,13
15.0,188.2,45.5,13
4.9,157.9,47.2,13
11.7,136.0,109.9,13
11.6,219.9,100.2,13
6.2,190.8,62.2,13
3.1,63.1,97.1,13
14.7,191.7,28.5,13
10.7,15.4,5.9,13
2.3,225.3,64.0,13
17.3,205.9,25.9,13
15.8,107.0,118.1,13
10.6,21.8,24.4,13
11.6,232.8,88.1,13
4.2,95.7,7.3,13
16.6,27.8,30.0,13
4.4,60.8,126.1,13
5.5,134.8,65.8,13
10.8,108.3,51.8,13
4.1,42.0,49.3,13
13.3,14.9,2.4,13
5.3,77.9,18.8,13
5.5,145.1,33.5,13
4.4,234.9,88.2,13
6.7,223.4,4.5,13
5.5,111.1,54.5,13
16.5,39.6,7.8,13
4.1,111.1,65.5,13
15.5,24.8,120.5,13
4.1,147.5,29.0,13
7.6,53.5,64.8,13
16.5,170.8,130.8,13
4.5,176.6,124.6,13
16.4,44.8,35.1,13
2.0,148.0,16.0,13
4.2,226.0,98.3,13
10.4,178.9,59.2,13
13.9,134.7,43.3,13
10.3,170.1,16.8,13
9.6,21.9,5.4,13
4.7,90.8,63.4,13
12.9,13.1,100.3,13
13.4,51.0,85.2,13
12.1,70.9,75.3,13
8.7,178.4,122.9,13
9.7,155.4,71.5,13
8.3,227.3,135.4,13
4.5,32.7,106.0,13
1.7,173.3,78.2,13
6.9,158.0,72.2,13
15.6,122.0,101.7,13
3.6,213.5,33.4,13
4.5,52.7,65.5,13
15.6,103.3,80.1,13
4.0,219.6,20.2,13
13.4,105.0,95.5,13
11.7,204.2,74.7,13
10.8,31.3,128.6,13
6.8,142.1,8.8,13
17.5,168.0,35.5,13
14.4,1.7,1.1,13
10.7,20.9,8.4,13
7.1,101.5,83.8,13
12.4,154.9,95.9,13
10.1,232.2,69.9,13
7.4,39.4,70.4,13
12.3,68.0,30.0,13
0.8,48.5,123.8,13
12.5,225.4,125.5,13
0.6,156.7,32.1,13
5.3,225.7,89.7,13
6.2,8.1,40.6,13
11.4,222.9,129.5,13
13.9,164.2,119.3,13
1.8,117.0,108.5,13
8.9,21.6,8.0,13
3.7,188.6,80.9,13
2.8,51.6,42.1,13
9.7,79.3,138.5,13
15.8,221.5,54.1,13
15.2,119.7,30.3,13
16.5,108.9,47.7,13
4.6,209.8,45.5,13
13.8,141.0,1.5,13
0.6,169.1,126.4,13
10.9,158.8,109.6,13
4.5,175.5,129.2,13
6.8,68.7,131.2,13
12.5,100.3,121.0,13
16.7,213.7,128.1,13
0.5,231.7,22.1,13
2.4,127.0,43.0,13
7.8,230.2,132.1,13
5.4,226.5,45.8,13
4.0,185.2,26.0,13
3.1,82.3,105.9,13
17.9,92.8,15.0,13
7.8,168.1,85.6,13
10.4,68.2,120.5,13
4.1,11.7,35.7,13
8.5,81.8,37.2,13
17.6,77.0,129.4,13
17.3,166.1,90.7,13
13.5,186.4,107.8,13
9.1,9.5,37.6,13
16.6,216.8,39.0,13
2.8,30.2,75.8,13
3.8,183.3,45.0,13
14.8,89.7,119.1,13
10.6,164.4,15.1,13
16.4,192.0,24.9,13
17.9,77.7,8.1,13
12.4,79.4,114.2,13
12.8,12.5,103.4,13
15.1,241.2,21.3,13
3.9,188.8,118.3,13
2.8,58.2,29.0,13
13.2,101.0,86.8,13
6.4,244.0,20.6,13
15.5,67.8,55.2,13
15.5,169.0,18.1,13
8.0,172.3,99.5,13
15.6,242.8,40.3,13
4.3,156.0,135.8,13
9.6,0.6,38.1,13
6.8,242.1,92.5,13
14.2,90.7,99.4,13
13.9,8.8,78.1,13
9.9,129.5,84.4,13
14.0,89.6,134.7,13
5.3,86.3,122.7,13
6.9,163.4,49.8,13
7.1,174.0,77.5,13
17.7,75.7,53.1,13
16.8,50.4,89.6,13
5.7,100.4,123.6,13
9.0,188.6,64.3,13
10.9,213.0,36.7,13
15.6,250.9,84.0,13
11.1,233.1,95.5,13
16.8,174.4,7.7,13
15.6,125.5,87.1,13
5.9,83.0,65.4,13
7.1,124.8,106.1,13
13.8,238.6,78.6,13
6.4,72.3,130.8,13
13.2,204.1,12.0,13
16.3,78.2,137.6,13
5.3,124.5,138.7,13
3.8,237.1,83.6,13
11.6,73.1,5.9,13
4.3,121.3,118.9,13
18.0,120.2,5.3,13
5.0,68.9,116.1,13
8.4,203.3,556.7,14
1.3,220.9,1036.0,14
6.3,102.3,731.9,14
2.2,194.7,775.5,14
6.2,177.7,654.2,14
12.4,24.4,912.1,14
11.0,103.3,781.2,14
0.7,48.2,770.2,14
2.0,62.7,783.7,14
17.4,160.1,791.0,14
7.0,12.7,678.9,14
6.6,166.8,933.4,14
13.5,231.1,880.4,14
3.7,37.8,917.0,14
4.3,227.5,663.6,14
9.9,159.8,770.1,14
11.2,136.9,738.2,14
3.4,119.6,923.9,14
13.7,72.3,756.9,14
5.6,136.6,785.7,14
