co,air,result
173.4,65.2,2
93.8,48.7,2
232.7,40.9,2
183.2,67.2,2
175.6,35.7,2
73.4,41.2,2
229.5,51.9,2
89.4,61.0,2
209.8,58.2,2
229.6,49.3,2
293.4,61.4,2
227.7,29.4,2
248.5,46.0,2
179.6,31.6,2
114.0,50.7,2
255.9,34.7,2
119.0,57.1,2
217.4,38.5,2
275.0,40.5,2
127.4,41.7,2
146.0,34.4,2
150.7,46.9,2
175.3,57.6,2
243.6,52.8,2
72.4,62.1,2
257.8,34.8,2
264.8,29.0,2
219.5,57.0,2
191.9,57.9,2
297.4,68.5,2
289.6,36.5,2
163.9,42.8,2
124.6,42.7,2
254.4,49.1,2
96.5,62.2,2
152.5,39.8,2
131.8,29.9,2
131.0,59.7,2
77.3,40.0,2
195.3,63.3,2
179.2,49.3,2
150.7,53.2,2
153.1,70.9,2
114.9,43.9,2
126.2,31.2,2
153.8,44.5,2
288.2,34.3,2
131.2,60.1,2
111.5,39.6,2
74.2,70.7,2
226.2,41.7,2
160.0,35.9,2
126.4,32.2,2
79.7,48.2,2
286.5,39.9,2
207.3,31.2,2
75.0,58.5,2
294.0,60.1,2
247.1,56.8,2
211.0,36.6,2
126.0,29.3,2
236.0,56.1,2
223.5,40.1,2
281.6,38.7,2
206.8,30.4,2
167.5,37.6,2
160.7,39.8,2
165.5,31.2,2
295.4,29.1,2
275.5,38.5,2
249.4,30.0,2
161.6,57.2,2
196.4,54.0,2
115.4,40.3,2
297.3,38.5,2
216.2,31.3,2
242.9,70.5,2
101.8,33.3,2
289.3,59.0,2
295.4,68.5,2
168.7,54.5,2
99.8,49.9,2
202.7,56.7,2
212.0,37.3,2
267.9,37.4,2
269.6,63.0,2
174.7,33.4,2
231.3,40.7,2
125.2,44.1,2
206.1,62.0,2
205.0,49.2,2
220.1,57.3,2
184.2,29.0,2
184.6,36.9,2
260.6,42.7,2
130.0,64.7,2
253.5,60.3,2
157.3,57.8,2
179.8,38.7,2
100.3,31.1,2
92.5,67.2,2
252.0,67.6,2
141.7,63.5,2
104.3,56.6,2
259.7,48.3,2
263.4,29.8,2
236.9,57.1,2
229.6,54.4,2
118.4,44.7,2
132.0,45.1,2
255.7,47.3,2
262.4,44.4,2
237.5,49.5,2
279.9,62.0,2
277.3,49.1,2
277.8,61.2,2
266.6,64.4,2
176.6,46.6,2
116.0,52.6,2
229.5,44.0,2
95.1,64.8,2
160.7,46.5,2
92.6,37.0,2
93.2,56.8,2
122.0,40.0,2
261.6,51.3,2
168.4,34.3,2
138.6,69.5,2
232.3,68.6,2
243.6,58.1,2
98.7,67.0,2
237.0,61.5,2
197.7,62.1,2
161.8,50.2,2
272.9,61.8,2
228.5,55.2,2
209.7,50.9,2
89.8,44.4,2
120.8,42.1,2
285.2,40.5,2
299.5,46.1,2
196.9,52.0,2
91.8,68.8,2
175.9,69.4,2
203.9,60.7,2
189.9,66.1,2
212.2,61.9,2
262.6,67.0,2
264.5,47.4,2
81.5,41.7,2
284.2,56.9,2
256.0,52.5,2
256.4,41.2,2
88.8,55.9,2
207.5,55.7,2
118.5,35.4,2
215.3,46.9,2
297.2,66.8,2
228.6,33.2,2
161.9,54.4,2
236.0,57.7,2
108.8,47.7,2
111.7,54.2,2
94.1,69.2,2
270.7,40.4,2
133.8,55.0,2
151.0,48.5,2
220.8,52.3,2
147.2,41.6,2
187.9,35.1,2
251.5,30.6,2
259.6,56.3,2
87.4,64.2,2
103.6,48.2,2
228.6,34.6,2
273.7,35.1,2
128.0,57.9,2
223.7,60.8,2
135.9,33.5,2
164.5,64.3,2
129.2,68.1,2
269.7,62.9,2
222.3,41.1,2
195.7,59.2,2
96.7,62.0,2
234.2,66.4,2
154.3,35.2,2
165.3,48.7,2
79.0,30.9,2
152.0,59.4,2
95.6,48.5,2
294.6,34.0,2
287.3,69.3,2
264.2,40.4,2
187.2,49.4,2
203.3,69.7,2
288.3,48.8,2
144.7,52.8,2
212.0,55.7,2
242.5,36.4,2
263.0,68.8,2
77.1,36.1,2
89.0,62.3,2
202.2,226.7,3
187.4,104.8,3
143.2,270.0,3
161.1,253.3,3
163.0,142.7,3
100.3,184.4,3
169.3,225.9,3
213.4,82.2,3
179.4,84.6,3
256.5,184.7,3
295.5,157.9,3
180.0,258.3,3
254.8,268.2,3
285.7,277.1,3
162.1,83.9,3
183.8,150.1,3
85.0,200.1,3
241.0,211.1,3
110.9,172.3,3
294.0,145.9,3
229.0,153.5,3
183.2,206.3,3
262.7,273.0,3
87.1,175.0,3
152.7,198.0,3
221.3,117.2,3
168.6,75.5,3
217.9,222.5,3
140.1,82.7,3
154.1,116.4,3
231.0,239.6,3
102.8,222.5,3
152.1,250.0,3
142.2,190.5,3
253.8,279.4,3
196.3,160.4,3
223.3,295.3,3
84.5,88.4,3
81.2,153.4,3
227.2,217.4,3
211.8,212.6,3
238.6,148.6,3
245.8,84.3,3
277.0,153.3,3
193.2,197.8,3
221.2,231.5,3
83.4,297.9,3
196.6,94.8,3
147.8,176.5,3
215.1,202.2,3
135.6,298.0,3
151.5,243.5,3
102.2,226.3,3
174.0,79.6,3
185.7,138.6,3
245.6,249.2,3
209.6,163.6,3
91.8,97.8,3
254.9,78.5,3
139.9,192.2,3
255.9,142.5,3
208.1,286.8,3
201.4,191.8,3
149.8,122.2,3
98.3,147.5,3
195.9,133.9,3
206.3,168.1,3
199.3,190.8,3
294.5,248.6,3
123.5,87.9,3
238.9,150.6,3
204.7,248.6,3
235.0,278.3,3
239.8,255.3,3
167.8,113.7,3
73.5,209.0,3
271.5,95.9,3
154.6,298.0,3
200.0,154.1,3
72.2,222.4,3
148.2,286.9,3
152.9,161.8,3
299.4,210.3,3
154.7,142.7,3
271.4,241.5,3
263.9,283.3,3
256.7,200.0,3
228.3,184.7,3
198.0,205.9,3
172.1,109.4,3
184.5,187.3,3
145.4,96.3,3
231.1,132.6,3
244.9,278.1,3
101.0,186.6,3
126.6,231.1,3
207.6,171.3,3
242.2,261.5,3
95.9,188.5,3
238.8,153.0,3
118.0,100.2,3
94.4,166.5,3
227.5,230.3,3
105.9,252.3,3
137.6,103.1,3
170.2,256.0,3
213.1,137.0,3
144.0,144.0,3
116.9,211.8,3
134.6,219.6,3
110.1,238.0,3
230.5,286.7,3
245.5,294.9,3
226.4,203.9,3
285.7,201.7,3
256.1,125.2,3
287.7,94.3,3
134.9,296.5,3
153.4,128.2,3
241.4,172.0,3
196.8,235.8,3
78.9,210.0,3
271.9,119.2,3
200.3,266.1,3
94.9,173.6,3
123.9,122.3,3
202.3,73.7,3
132.5,265.9,3
219.1,79.8,3
102.9,133.3,3
240.0,260.8,3
254.1,148.9,3
269.6,241.8,3
183.5,125.9,3
247.4,202.1,3
207.1,231.5,3
97.6,175.0,3
139.9,83.8,3
288.2,80.9,3
266.8,202.6,3
113.5,141.0,3
72.9,224.4,3
110.7,246.9,3
98.3,222.2,3
201.2,190.0,3
226.6,198.4,3
86.4,180.5,3
160.7,147.5,3
227.9,103.3,3
95.1,287.3,3
90.9,150.3,3
257.9,246.7,3
286.3,189.8,3
213.5,150.4,3
73.6,237.0,3
242.1,270.0,3
146.9,148.6,3
113.7,207.6,3
151.8,290.7,3
146.5,160.1,3
251.9,197.4,3
222.2,104.9,3
132.3,273.6,3
187.3,147.2,3
274.1,84.9,3
137.0,163.5,3
105.9,121.8,3
299.9,292.3,3
137.3,222.8,3
243.8,166.3,3
282.0,282.2,3
255.9,78.9,3
211.4,276.8,3
84.1,136.1,3
149.4,146.9,3
100.3,230.7,3
112.1,169.2,3
220.4,227.3,3
114.9,74.4,3
275.7,209.9,3
109.4,190.1,3
299.2,84.7,3
193.4,207.2,3
75.7,167.8,3
244.1,217.6,3
167.9,149.3,3
233.2,132.0,3
151.6,160.5,3
245.2,100.9,3
75.9,295.6,3
278.3,243.3,3
218.2,139.7,3
195.3,161.9,3
94.0,289.7,3
133.3,167.8,3
127.2,72.8,3
292.5,234.4,3
90.8,147.4,3
244.1,151.9,3
293.3,120.2,3
140.2,141.9,3
254.7,254.8,3
131.3,258.9,3
292.3,132.2,3
147.9,240.4,3
166.5,166.3,3
145.9,173.3,3
215.0,284.7,3
258.7,240.6,3
264.3,114.2,3
198.6,113.4,3
140.6,205.2,3
143.2,142.2,3
156.1,262.7,3
117.0,255.5,3
263.2,235.0,3
136.1,255.7,3
213.5,295.3,3
100.6,250.9,3
268.8,283.9,3
183.3,222.3,3
107.5,154.7,3
209.8,79.7,3
171.9,149.6,3
150.3,196.5,3
279.7,91.6,3
290.2,237.1,3
240.3,74.7,3
106.1,195.8,3
73.7,168.2,3
157.8,84.6,3
211.3,166.6,3
215.2,250.5,3
83.0,167.6,3
281.1,195.3,3
274.0,288.0,3
280.6,174.1,3
179.0,119.9,3
244.6,241.8,3
230.6,174.6,3
292.2,215.2,3
277.4,119.1,3
211.6,127.3,3
217.3,91.5,3
99.0,221.9,3
283.5,202.7,3
235.0,156.3,3
210.2,72.8,3
181.4,208.3,3
161.3,77.3,3
80.4,77.5,3
72.1,239.0,3
264.4,138.9,3
175.0,177.2,3
149.3,243.5,3
211.0,235.9,3
266.2,139.8,3
95.6,280.5,3
276.7,155.6,3
138.9,251.3,3
259.9,171.1,3
142.2,90.8,3
152.8,90.2,3
150.8,229.3,3
250.6,198.0,3
295.7,192.5,3
119.9,180.4,3
135.1,229.0,3
130.7,223.4,3
171.0,167.1,3
110.0,128.5,3
89.0,111.9,3
113.9,153.3,3
98.4,173.6,3
187.0,144.8,3
265.1,243.8,3
101.7,226.3,3
254.0,193.0,3
223.5,146.8,3
108.5,126.2,3
181.8,266.4,3
79.1,81.7,3
98.6,278.1,3
206.3,146.4,3
249.7,131.7,3
218.5,180.9,3
292.0,155.7,3
72.8,152.9,3
207.9,171.4,3
149.2,238.2,3
228.2,189.9,3
176.1,141.2,3
279.0,221.9,3
256.2,106.1,3
121.0,283.6,3
212.7,259.2,3
216.8,82.1,3
114.8,149.1,3
92.4,240.1,3
200.4,299.3,3
180.5,298.1,3
114.7,232.4,3
113.4,126.9,3
142.5,276.4,3
236.6,115.9,3
225.5,154.2,3
271.9,97.5,3
255.9,237.6,3
275.4,184.4,3
226.9,187.2,3
191.2,166.6,3
123.0,197.7,3
213.4,131.7,3
284.1,229.4,3
298.0,100.8,3
88.9,151.0,3
171.8,143.7,3
154.7,247.3,3
165.3,244.8,3
160.7,226.4,3
219.0,167.4,3
233.2,132.8,3
260.2,100.9,3
176.4,74.8,3
125.5,188.7,3
199.5,253.3,3
193.1,168.8,3
238.4,182.8,3
130.8,215.2,3
126.1,205.9,3
238.1,208.0,3
162.4,184.6,3
273.9,96.5,3
178.1,106.7,3
102.1,266.3,3
241.6,162.2,3
179.6,164.8,3
137.4,125.7,3
173.9,254.4,3
196.0,193.7,3
202.4,103.5,3
271.3,130.7,3
212.2,160.2,3
136.5,234.5,3
142.0,293.0,3
205.8,173.2,3
220.4,92.5,3
136.8,101.3,3
119.5,258.1,3
205.9,142.5,3
168.2,256.4,3
199.1,150.4,3
281.2,125.5,3
205.9,98.8,3
99.0,221.5,3
239.3,210.5,3
243.3,236.4,3
255.0,246.8,3
98.7,283.0,3
121.3,109.2,3
197.6,209.5,3
134.5,254.2,3
127.7,224.1,3
290.2,123.6,3
80.6,102.8,3
248.6,167.5,3
107.3,261.8,3
110.6,99.1,3
292.3,114.2,3
198.5,232.4,3
219.1,81.0,3
269.1,210.7,3
97.2,295.1,3
183.2,86.5,3
164.0,292.4,3
236.2,225.1,3
124.9,140.4,3
283.9,220.0,3
274.2,248.6,3
159.8,217.8,3
151.8,296.1,3
217.8,231.8,3
213.0,150.3,3
281.3,158.5,3
104.3,74.6,3
239.1,181.2,3
122.6,117.9,3
244.7,294.3,3
97.9,85.4,3
238.0,180.2,3
230.6,295.0,3
249.3,141.6,3
198.3,169.5,3
92.9,111.2,3
121.7,154.2,3
124.3,208.4,3
260.9,151.7,3
155.0,249.8,3
293.2,130.3,3
245.2,219.2,3
250.0,235.4,3
88.2,195.6,3
194.0,112.1,3
210.4,105.7,3
184.1,125.8,3
217.6,102.2,3
298.1,96.5,3
87.1,119.6,3
283.5,289.4,3
164.1,285.1,3
247.5,164.4,3
171.8,161.3,3
126.4,290.5,3
230.8,226.6,3
200.6,281.2,3
215.6,202.3,3
294.9,207.9,3
191.5,278.4,3
102.0,197.2,3
200.0,105.4,3
181.7,202.2,3
187.0,119.2,3
225.4,184.6,3
209.4,271.1,3
260.1,138.3,3
210.4,84.2,3
176.7,293.2,3
214.9,214.0,3
254.8,170.4,3
292.5,266.5,3
287.3,139.4,3
96.6,93.8,3
91.8,72.5,3
117.6,140.1,3
216.4,145.1,3
182.5,148.1,3
266.7,217.9,3
195.7,172.6,3
147.5,156.4,3
201.0,132.7,3
174.8,167.8,3
215.9,221.6,3
244.8,171.1,3
179.3,223.7,3
201.4,174.0,3
134.3,166.6,3
298.1,101.5,3
294.2,165.1,3
232.8,270.3,3
277.0,232.0,3
157.2,101.5,3
210.9,145.5,3
92.1,119.7,3
283.1,105.9,3
252.5,247.1,3
231.0,91.5,3
288.4,249.7,3
267.8,241.0,3
195.9,144.5,3
153.3,229.0,3
257.5,128.9,3
72.9,232.6,3
125.1,291.0,3
134.0,78.4,3
243.5,215.5,3
248.9,175.4,3
219.3,164.1,3
159.6,280.4,3
212.4,263.4,3
171.7,197.1,3
201.8,297.9,3
78.2,178.4,3
296.3,121.2,3
195.2,299.1,3
183.9,244.6,3
128.2,86.5,3
76.0,271.6,3
129.1,122.5,3
270.8,299.5,3
252.7,74.6,3
238.5,163.4,3
101.8,169.2,3
281.5,90.2,3
166.0,109.8,3
171.3,245.2,3
204.8,238.9,3
168.4,242.9,3
199.7,201.7,3
179.9,146.5,3
185.7,283.4,3
257.7,281.1,3
187.3,270.9,3
96.3,185.2,3
96.5,98.1,3
88.0,190.7,3
203.2,168.1,3
196.8,252.2,3
193.3,214.7,3
168.8,104.8,3
193.2,299.1,3
94.3,118.2,3
142.5,198.2,3
282.9,292.4,3
97.1,271.4,3
173.0,73.7,3
289.6,137.2,3
137.4,99.6,3
162.1,290.6,3
146.5,78.8,3
184.1,148.6,3
271.6,163.3,3
155.5,152.2,3
106.8,120.4,3
180.3,258.8,3
132.6,181.3,3
197.0,175.4,3
89.4,131.6,3
243.7,184.5,3
211.4,180.6,3
216.7,130.3,3
125.2,245.2,3
290.2,179.2,3
274.8,281.5,3
150.7,192.8,3
108.4,281.6,3
115.1,171.6,3
293.6,198.0,3
185.4,239.8,3
228.4,213.4,3
245.0,158.9,3
244.3,103.3,3
226.9,277.2,3
261.0,277.2,3
258.7,271.4,3
101.3,264.1,3
112.2,110.6,3
73.6,277.9,3
124.3,275.1,3
291.7,222.5,3
257.9,159.8,3
218.7,247.2,3
236.4,110.7,3
250.0,77.9,3
108.2,81.3,3
264.2,83.5,3
128.0,123.1,3
111.5,175.5,3
288.8,299.6,3
160.6,131.5,3
75.4,230.2,3
147.7,285.2,3
87.4,163.2,3
241.2,288.0,3
272.4,232.5,3
168.9,298.2,3
218.7,82.7,3
214.4,299.1,3
196.9,197.2,3
93.0,177.8,3
173.0,249.0,3
274.6,99.1,3
165.6,279.8,3
74.0,125.1,3
220.4,97.5,3
230.0,216.8,3
89.4,121.0,3
119.7,270.6,3
83.8,125.5,3
276.7,156.4,3
165.7,277.6,3
136.0,276.0,3
127.0,152.4,3
201.3,130.5,3
210.0,259.2,3
277.7,280.9,3
254.2,104.0,3
223.1,240.7,3
100.2,131.5,3
272.3,283.8,3
158.5,178.9,3
284.7,123.2,3
173.4,107.2,3
217.2,202.3,3
220.0,133.4,3
253.9,223.0,3
288.9,203.7,3
231.5,105.4,3
188.1,103.4,3
86.8,185.5,3
176.2,200.6,3
154.2,154.4,3
261.3,192.2,3
255.0,204.3,3
251.1,233.1,3
291.3,135.5,3
137.0,272.9,3
258.8,143.7,3
202.0,170.6,3
208.5,83.6,3
267.6,159.1,3
249.2,282.6,3
191.0,134.3,3
160.1,220.7,3
130.9,223.7,3
252.5,245.8,3
102.6,232.3,3
176.5,230.6,3
292.7,136.3,3
289.0,231.9,3
270.9,298.7,3
81.7,295.4,3
207.9,104.6,3
110.6,141.9,3
287.5,105.4,3
144.6,136.6,3
281.7,170.9,3
92.2,225.7,3
176.9,132.4,3
237.3,95.8,3
219.5,92.9,3
97.3,100.3,3
266.2,199.2,3
198.3,154.0,3
232.4,129.2,3
284.0,201.0,3
171.7,137.6,3
95.5,139.4,3
215.6,202.5,3
134.4,293.7,3
102.7,188.1,3
260.4,82.7,3
120.5,132.8,3
199.3,215.0,3
104.4,217.7,3
113.2,253.4,3
196.2,112.2,3
288.0,120.0,3
168.8,262.1,3
106.2,293.4,3
232.9,104.0,3
162.8,144.4,3
171.8,112.6,3
124.5,260.6,3
162.0,152.0,3
199.9,141.4,3
225.3,259.9,3
107.4,260.6,3
120.2,102.6,3
230.3,111.0,3
208.3,286.0,3
251.7,221.3,3
94.6,117.7,3
204.4,261.1,3
129.4,115.0,3
92.2,107.7,3
79.3,268.1,3
106.0,130.1,3
189.4,283.8,3
184.0,241.4,3
296.3,281.3,3
202.7,270.9,3
124.8,73.1,3
232.6,299.3,3
103.5,159.5,3
137.9,218.2,3
220.8,111.1,3
289.1,258.4,3
183.0,280.5,3
115.7,87.1,3
126.8,92.9,3
208.5,179.7,3
133.1,245.5,3
285.3,211.9,3
238.8,287.7,3
132.6,85.9,3
97.7,299.6,3
150.8,120.9,3
242.5,209.4,3
225.7,109.5,3
256.5,128.0,3
103.7,167.9,3
197.1,81.3,3
221.4,247.2,3
127.0,272.3,3
248.5,203.9,3
88.8,280.7,3
297.7,176.0,3
182.3,266.9,3
85.8,248.1,3
73.8,261.4,3
290.9,261.6,3
127.4,215.9,3
147.1,188.2,3
202.1,270.8,3
94.2,163.4,3
138.1,235.3,3
263.1,192.2,3
119.5,154.2,3
234.8,192.8,3
161.2,219.2,3
79.3,128.4,3
202.0,158.9,3
281.3,189.0,3
191.9,288.4,3
293.3,110.3,3
117.1,226.1,3
288.3,86.3,3
268.5,83.0,3
143.6,299.9,3
174.7,295.8,3
205.6,268.2,3
102.5,248.4,3
213.4,135.0,3
264.9,143.5,3
200.6,122.4,3
284.1,89.3,3
73.8,141.6,3
284.6,135.1,3
158.7,124.0,3
80.0,77.0,3
154.0,217.2,3
271.1,262.7,3
127.2,196.1,3
190.5,145.1,3
170.6,247.5,3
136.5,209.9,3
199.0,145.1,3
135.5,291.0,3
239.5,94.9,3
201.5,173.2,3
240.2,120.2,3
96.7,298.5,3
298.2,260.8,3
276.5,217.9,3
223.7,122.2,3
245.0,249.9,3
191.7,198.3,3
211.6,113.8,3
85.7,157.4,3
190.2,103.5,3
118.3,200.3,3
239.3,165.0,3
150.8,202.9,3
222.2,168.0,3
227.3,124.9,3
126.6,171.8,3
216.6,221.0,3
188.9,84.0,3
143.7,125.0,3
134.0,204.1,3
117.6,241.1,3
272.7,295.4,3
139.0,253.3,3
96.6,104.7,3
154.5,259.4,3
110.2,234.0,3
80.7,260.0,3
286.1,143.2,3
114.3,242.9,3
252.4,238.8,3
294.5,236.6,3
273.4,293.7,3
288.6,179.7,3
230.4,176.9,3
224.4,177.0,3
272.8,109.0,3
194.9,271.6,3
149.3,294.9,3
101.4,216.3,3
169.9,221.7,3
107.9,158.6,3
127.1,275.9,3
116.8,218.8,3
288.2,142.6,3
76.6,247.3,3
209.9,165.1,3
116.0,175.9,3
177.1,273.3,3
207.3,78.9,3
223.0,102.6,3
120.4,215.5,3
249.5,273.0,3
272.6,233.7,3
147.6,205.8,3
220.5,217.3,3
258.0,170.3,3
212.3,121.1,3
225.8,169.0,3
257.3,266.9,3
147.7,113.0,3
235.8,145.0,3
179.5,129.9,3
257.5,227.6,3
79.0,292.6,3
207.9,278.6,3
208.4,275.0,3
188.4,278.8,3
173.4,237.7,3
93.8,132.6,3
232.7,240.7,3
183.2,256.7,3
175.6,211.0,3
73.4,75.5,3
229.5,274.7,3
89.4,84.3,3
209.8,216.3,3
229.6,284.6,3
293.4,262.0,3
227.7,287.7,3
248.5,159.2,3
179.6,202.6,3
114.0,288.5,3
255.9,264.5,3
119.0,72.6,3
217.4,286.7,3
275.0,167.0,3
127.4,222.9,3
146.0,204.7,3
150.7,215.8,3
175.3,291.4,3
243.6,118.5,3
72.4,190.7,3
257.8,132.2,3
264.8,189.1,3
219.5,291.8,3
191.9,94.8,3
297.4,133.5,3
289.6,221.0,3
163.9,139.9,3
124.6,135.0,3
254.4,108.8,3
96.5,207.6,3
152.5,286.8,3
131.8,244.1,3
131.0,198.6,3
77.3,287.5,3
195.3,226.8,3
179.2,130.1,3
150.7,284.9,3
153.1,279.0,3
114.9,201.4,3
126.2,294.9,3
153.8,165.5,3
288.2,172.2,3
131.2,72.0,3
111.5,264.3,3
74.2,199.5,3
226.2,281.8,3
160.0,172.5,3
126.4,283.3,3
79.7,240.2,3
286.5,257.0,3
207.3,128.7,3
75.0,117.1,3
294.0,144.8,3
247.1,249.8,3
211.0,112.5,3
126.0,280.5,3
236.0,263.1,3
223.5,107.9,3
281.6,160.3,3
206.8,173.7,3
167.5,199.9,3
160.7,89.1,3
165.5,177.7,3
295.4,233.2,3
275.5,221.3,3
249.4,219.0,3
161.6,298.7,3
196.4,149.6,3
115.4,83.8,3
297.3,85.3,3
216.2,274.0,3
242.9,105.4,3
101.8,220.8,3
289.3,260.2,3
295.4,86.0,3
168.7,290.1,3
99.8,83.8,3
202.7,225.7,3
212.0,285.3,3
267.9,85.1,3
269.6,172.7,3
174.7,243.2,3
231.3,273.7,3
125.2,264.6,3
206.1,263.0,3
205.0,203.6,3
220.1,190.0,3
184.2,242.9,3
184.6,100.8,3
260.6,97.3,3
130.0,218.0,3
253.5,223.0,3
157.3,268.1,3
179.8,205.2,3
100.3,238.4,3
92.5,165.3,3
252.0,281.8,3
141.7,236.9,3
104.3,188.7,3
259.7,257.1,3
263.4,230.0,3
236.9,106.1,3
229.6,221.2,3
118.4,216.3,3
132.0,113.4,3
255.7,157.0,3
262.4,182.5,3
237.5,82.2,3
279.9,226.3,3
277.3,89.7,3
277.8,114.1,3
266.6,128.4,3
176.6,242.8,3
116.0,100.0,3
229.5,205.2,3
95.1,191.2,3
160.7,131.6,3
92.6,208.3,3
93.2,200.3,3
122.0,159.5,3
261.6,195.5,3
168.4,146.8,3
138.6,168.6,3
232.3,150.0,3
243.6,269.4,3
98.7,108.9,3
237.0,258.4,3
197.7,104.9,3
161.8,89.9,3
272.9,119.1,3
228.5,72.7,3
209.7,80.1,3
89.8,240.3,3
120.8,286.5,3
285.2,175.1,3
299.5,274.8,3
196.9,130.5,3
91.8,225.1,3
175.9,203.9,3
203.9,142.7,3
189.9,268.9,3
212.2,259.7,3
262.6,99.9,3
264.5,73.0,3
81.5,109.4,3
284.2,137.4,3
256.0,110.3,3
256.4,184.4,3
88.8,112.3,3
207.5,276.8,3
118.5,268.2,3
215.3,99.2,3
297.2,248.2,3
228.6,202.5,3
161.9,140.9,3
236.0,219.5,3
108.8,100.0,3
111.7,208.3,3
94.1,241.1,3
270.7,213.0,3
133.8,222.4,3
151.0,99.1,3
220.8,183.8,3
147.2,282.5,3
187.9,119.5,3
251.5,95.8,3
259.6,209.2,3
87.4,97.9,3
103.6,281.9,3
228.6,144.2,3
273.7,94.6,3
128.0,209.9,3
223.7,273.3,3
135.9,286.3,3
164.5,172.0,3
129.2,139.1,3
269.7,87.2,3
222.3,92.5,3
195.7,171.2,3
96.7,280.2,3
234.2,247.5,3
154.3,223.2,3
165.3,268.2,3
79.0,202.3,3
152.0,247.1,3
95.6,238.4,3
294.6,224.8,3
287.3,148.4,3
264.2,215.1,3
187.2,236.5,3
203.3,157.3,3
288.3,131.4,3
144.7,229.0,3
212.0,223.7,3
242.5,82.1,3
263.0,123.2,3
77.1,172.5,3
89.0,76.5,3
18.9,17.3,4
24.2,9.1,4
2.2,4.8,4
11.4,27.3,4
10.8,4.2,4
21.6,9.2,4
5.9,4.8,4
17.9,3.0,4
14.6,25.5,4
16.0,20.6,4
0.7,15.2,4
2.3,17.4,4
24.3,7.2,4
17.3,12.8,4
15.8,22.3,4
24.3,13.0,4
9.8,11.7,4
19.5,0.7,4
8.2,7.0,4
2.4,7.8,4
11.5,15.7,4
0.5,23.6,4
11.5,21.0,4
0.6,8.9,4
1.6,25.8,4
4.7,1.3,4
10.9,1.2,4
15.4,16.2,4
7.0,5.2,4
14.2,21.7,4
14.6,11.8,4
12.0,27.0,4
14.3,18.3,4
15.2,14.5,4
14.9,7.4,4
14.8,8.8,4
3.4,14.9,4
26.1,5.7,4
21.7,12.8,4
24.9,1.4,4
26.8,9.0,4
24.2,26.8,4
9.5,9.1,4
10.0,0.4,4
16.2,18.8,4
25.2,13.8,4
27.0,9.8,4
10.7,20.8,4
12.3,27.4,4
24.4,10.4,4
17.8,10.1,4
11.8,23.9,4
10.3,11.1,4
26.5,8.3,4
15.0,25.5,4
6.3,14.1,4
2.3,18.4,4
27.1,3.3,4
24.3,19.2,4
12.0,19.5,4
24.9,21.7,4
16.1,3.2,4
22.8,14.2,4
19.9,3.5,4
24.0,4.8,4
12.7,10.4,4
8.5,18.9,4
24.1,12.9,4
26.1,14.4,4
7.6,11.4,4
17.1,20.9,4
17.4,17.6,4
2.5,18.9,4
16.1,0.6,4
11.0,20.9,4
13.0,24.8,4
14.0,7.9,4
4.9,11.9,4
10.6,14.6,4
10.6,7.9,4
8.0,22.6,4
7.6,15.0,4
25.2,18.3,4
25.2,15.2,4
16.1,12.4,4
5.0,14.7,4
9.3,5.3,4
14.0,11.2,4
11.9,25.8,4
0.8,9.8,4
12.5,18.6,4
10.1,9.6,4
2.1,22.0,4
22.8,17.3,4
1.8,16.4,4
4.0,16.9,4
19.7,26.6,4
22.0,2.9,4
9.6,4.6,4
11.0,0.6,4
16.4,26.7,4
11.0,22.2,4
5.3,6.4,4
2.8,2.7,4
20.4,9.4,4
2.4,1.4,4
5.5,14.7,4
10.2,1.3,4
25.3,2.3,4
5.5,25.5,4
9.3,5.2,4
9.2,20.3,4
17.7,12.4,4
2.9,27.2,4
3.7,5.9,4
21.9,6.8,4
27.8,10.6,4
17.7,19.4,4
6.8,8.5,4
1.9,19.5,4
18.1,10.1,4
8.1,12.9,4
19.0,11.2,4
27.4,7.3,4
26.3,23.0,4
12.2,21.7,4
6.3,3.1,4
13.1,18.2,4
21.7,6.1,4
18.9,21.7,4
9.8,12.8,4
20.2,12.9,4
11.4,18.5,4
21.0,23.6,4
9.2,6.9,4
12.8,15.6,4
13.8,2.1,4
13.4,16.1,4
9.4,19.9,4
13.0,5.8,4
2.0,9.6,4
15.6,16.9,4
24.7,27.1,4
3.5,14.4,4
21.2,10.0,4
1.4,21.1,4
17.8,8.1,4
7.0,6.0,4
5.8,2.1,4
22.7,16.4,4
17.8,17.2,4
22.9,19.1,4
18.2,13.6,4
20.1,13.1,4
3.9,16.5,4
11.2,19.6,4
5.0,25.5,4
11.6,21.2,4
24.8,12.8,4
8.9,13.3,4
8.2,22.0,4
5.3,2.4,4
12.9,8.8,4
21.0,6.3,4
0.7,0.4,4
20.6,23.1,4
24.1,23.7,4
12.9,13.4,4
17.6,18.5,4
26.7,25.9,4
15.3,26.3,4
7.0,14.8,4
27.1,1.6,4
4.5,18.1,4
5.1,7.0,4
18.3,3.9,4
13.2,3.7,4
17.9,13.9,4
3.0,6.3,4
13.5,26.2,4
20.6,25.8,4
26.0,4.1,4
26.5,13.1,4
25.7,25.3,4
7.3,28.0,4
21.5,5.8,4
25.0,3.7,4
23.8,13.9,4
15.2,18.5,4
11.0,15.4,4
25.9,6.4,4
22.8,8.4,4
13.3,5.5,4
12.7,8.9,4
18.6,10.9,4
10.1,6.8,4
