temperature,soil,light,result
17.2,62.9,982.7,13
14.0,101.7,843.4,13
13.9,206.3,735.4,13
8.7,179.1,692.8,13
0.4,93.5,892.3,13
9.5,192.1,998.6,13
16.9,36.7,827.5,13
0.2,216.1,990.4,13
12.9,171.2,865.9,13
3.6,67.3,999.0,13
14.5,193.6,561.3,13
16.7,88.9,694.7,13
1.6,169.5,583.7,13
11.4,134.1,866.4,13
17.2,73.9,649.8,13
1.8,82.4,571.5,13
17.6,41.0,571.6,13
7.2,115.7,932.5,13
9.7,242.3,873.9,13
8.1,230.1,937.8,13
7.2,83.8,940.7,13
16.5,56.6,646.1,13
15.3,235.3,686.0,13
3.5,27.0,869.9,13
13.0,192.5,991.6,13
12.9,122.6,849.1,13
12.6,133.7,826.6,13
10.5,44.0,1011.2,13
5.7,32.1,595.1,13
7.6,182.2,895.0,13
11.7,152.9,565.9,13
3.6,118.0,693.7,13
3.1,150.5,917.7,13
2.7,134.2,794.7,13
13.9,47.9,706.6,13
10.1,141.8,591.4,13
12.8,173.7,583.7,13
7.6,14.4,918.3,13
4.1,69.0,840.2,13
16.5,4.0,991.0,13
8.2,34.0,623.3,13
6.6,221.8,806.2,13
13.2,194.6,642.2,13
17.4,178.0,592.0,13
15.6,118.3,570.5,13
10.4,178.5,937.4,13
14.0,118.7,766.8,13
10.6,57.3,645.2,13
8.9,40.6,984.7,13
2.1,71.1,633.6,13
2.6,122.9,985.6,13
0.9,88.1,825.8,13
7.3,20.7,940.8,13
5.6,112.0,731.0,13
13.3,104.0,624.4,13
9.7,72.5,698.5,13
10.6,224.5,949.4,13
0.9,14.6,945.0,13
13.3,160.4,586.2,13
14.0,190.4,730.3,13
8.9,229.5,775.9,13
0.1,229.4,946.7,13
9.3,39.1,868.0,13
6.4,190.2,978.6,13
12.7,126.2,902.5,13
5.6,65.0,558.8,13
2.0,49.8,675.2,13
0.2,111.6,607.7,13
17.4,142.7,553.6,13
2.1,149.5,753.1,13
10.9,5.3,848.4,13
2.7,156.9,856.7,13
7.6,19.3,744.3,13
5.9,185.2,670.5,13
1.8,218.7,610.5,13
7.9,5.7,794.1,13
3.1,221.2,717.2,13
10.2,54.8,934.5,13
11.5,220.9,635.1,13
1.1,244.4,652.9,13
16.4,126.1,867.9,13
10.6,234.8,766.8,13
5.6,79.0,599.9,13
6.5,120.2,1010.1,13
6.2,91.7,862.1,13
0.3,25.5,869.2,13
3.7,69.3,1007.7,13
8.8,22.0,880.3,13
12.4,139.4,576.6,13
12.7,39.2,770.5,13
12.7,85.7,620.8,13
14.1,201.7,836.1,13
14.1,192.4,819.7,13
1.6,179.6,963.6,13
13.5,46.8,908.5,13
14.8,97.2,632.8,13
5.1,169.4,840.2,13
7.6,86.8,920.2,13
14.0,120.9,977.7,13
8.5,75.2,607.9,13
14.8,143.1,944.6,13
7.9,161.0,664.5,13
0.8,60.0,979.1,13
8.7,47.1,599.4,13
8.7,218.8,639.8,13
1.1,96.4,920.8,13
13.9,177.6,859.6,13
0.2,42.0,995.7,13
9.7,207.7,674.4,13
4.3,184.0,847.8,13
10.1,10.1,896.6,13
14.6,149.0,839.1,13
12.5,76.5,858.5,13
8.9,73.1,708.3,13
11.0,153.4,575.5,13
3.7,119.6,769.7,13
13.3,67.0,911.7,13
14.3,120.0,836.9,13
10.3,55.1,946.2,13
2.4,86.4,976.4,13
6.1,54.3,946.6,13
16.8,27.3,909.9,13
7.2,12.9,926.4,13
16.3,194.4,692.1,13
0.8,100.6,768.5,13
9.7,225.6,835.8,13
7.9,232.6,908.7,13
1.4,60.2,786.7,13
13.0,171.2,1007.1,13
3.2,174.5,759.8,13
15.2,246.9,783.2,13
7.7,104.2,770.1,13
10.8,62.2,636.5,13
3.2,150.6,910.6,13
15.8,12.0,984.6,13
7.3,234.0,608.4,13
15.5,191.0,959.9,13
16.0,211.8,819.8,13
16.1,240.2,645.3,13
4.8,220.0,770.0,13
11.3,202.2,708.2,13
0.3,75.1,613.7,13
15.2,213.9,699.3,13
8.9,15.7,978.0,13
14.2,39.7,724.1,13
15.1,27.3,800.0,13
0.6,247.8,698.8,13
16.2,242.9,816.3,13
17.2,197.0,692.8,13
1.2,230.3,837.8,13
4.1,212.1,975.2,13
11.2,119.9,669.5,13
9.7,232.9,913.8,13
14.0,43.5,594.7,13
5.2,117.0,956.9,13
3.3,130.5,550.3,13
1.8,35.2,629.9,13
7.7,190.7,793.4,13
10.8,225.4,912.5,13
3.4,97.7,956.4,13
16.0,187.1,659.0,13
10.7,73.6,742.2,13
5.6,177.4,887.6,13
8.8,189.4,784.2,13
6.8,182.4,734.7,13
4.0,52.9,554.6,13
11.9,188.9,981.3,13
7.3,138.2,706.9,13
15.8,247.8,719.4,13
11.5,116.3,885.3,13
17.4,163.0,879.8,13
6.0,186.8,1010.5,13
7.3,124.7,562.5,13
14.1,191.2,723.2,13
4.8,53.7,942.7,13
12.2,251.0,616.9,13
0.2,89.8,866.7,13
6.5,122.2,744.8,13
2.4,170.0,707.3,13
5.6,58.0,824.1,13
11.7,117.9,952.0,13
12.4,241.6,766.2,13
15.6,0.8,959.0,13
1.4,6.3,697.5,13
1.6,158.5,977.2,13
10.3,73.7,553.3,13
4.6,130.8,801.6,13
16.7,139.4,870.9,13
9.6,177.3,665.0,13
15.9,247.1,729.2,13
14.9,134.8,589.0,13
15.0,25.5,903.8,13
2.5,97.4,621.0,13
2.6,219.8,858.9,13
17.3,158.1,875.9,13
0.8,146.0,829.3,13
2.0,135.7,757.0,13
13.3,234.9,769.7,13
4.7,49.6,651.8,13
7.1,152.4,808.5,13
15.8,166.6,964.2,13
7.4,112.6,655.7,13
0.9,123.8,936.0,13
13.0,156.1,970.0,13
8.7,28.1,717.2,13
0.2,211.4,620.6,13
9.1,95.7,874.0,13
11.3,193.8,653.2,13
5.6,91.0,824.5,13
0.9,129.3,922.0,13
1.2,239.5,978.4,13
11.5,116.0,776.1,13
17.8,82.1,592.2,13
3.2,10.8,739.9,13
3.1,43.9,874.1,13
6.3,155.6,655.8,13
7.5,25.7,802.3,13
6.9,213.4,634.8,13
15.1,2.2,616.7,13
7.8,22.0,914.4,13
2.2,206.1,860.2,13
6.5,118.9,773.2,13
5.4,191.4,983.8,13
15.7,224.3,968.7,13
5.9,126.2,873.2,13
2.6,131.8,801.2,13
10.9,49.4,947.2,13
18.0,98.1,852.7,13
8.0,33.9,854.7,13
8.6,36.3,735.5,13
6.3,217.8,758.3,13
11.4,135.3,796.4,13
8.8,174.9,552.6,13
8.3,186.7,808.2,13
15.8,127.3,993.6,13
11.6,207.3,699.5,13
4.8,87.5,735.0,13
6.6,33.8,907.1,13
10.4,14.3,740.4,13
2.5,7.1,876.6,13
0.5,94.9,976.2,13
15.5,100.7,825.9,13
4.3,111.5,742.8,13
3.3,131.4,631.2,13
17.4,15.2,875.2,13
2.8,192.0,863.4,13
11.9,136.7,785.8,13
5.0,235.2,884.6,13
0.5,19.6,859.4,13
17.0,2.8,713.5,13
4.9,166.9,761.0,13
7.8,96.4,778.1,13
17.4,156.5,755.8,13
9.8,127.7,790.9,13
12.1,147.1,663.4,13
7.7,239.8,944.5,13
7.1,54.8,992.4,13
0.2,46.7,624.7,13
11.5,233.5,914.1,13
7.0,4.5,931.1,13
5.1,16.7,793.9,13
11.9,146.2,712.2,13
5.1,87.0,854.7,13
11.0,142.0,685.7,13
16.0,196.8,820.0,13
1.9,0.1,853.1,13
14.4,5.7,818.8,13
1.4,15.8,713.4,13
11.6,225.3,826.3,13
13.3,227.0,817.7,13
11.2,192.0,689.0,13
15.4,190.9,720.5,13
9.0,219.5,809.9,13
8.8,196.4,973.0,13
16.7,115.0,658.0,13
13.6,14.9,702.1,13
17.5,170.2,863.3,13
13.2,68.4,945.6,13
4.6,191.8,758.9,13
3.1,14.3,970.2,13
12.5,242.5,723.1,13
17.1,100.9,774.1,13
15.7,228.0,608.6,13
14.8,160.1,662.9,13
4.6,235.8,713.9,13
10.2,245.0,822.3,13
8.6,240.9,662.3,13
9.9,127.9,652.3,13
5.6,47.2,996.8,13
1.7,42.1,845.4,13
7.5,52.6,925.3,13
0.5,102.9,692.2,13
14.5,154.0,748.3,13
12.9,195.3,649.8,13
5.8,72.6,950.5,13
4.2,71.4,849.2,13
7.1,143.4,810.9,13
16.3,89.4,968.6,13
13.1,197.2,648.5,13
3.2,56.8,655.7,13
17.6,148.3,789.5,13
12.0,200.7,652.9,13
17.6,137.6,762.9,13
2.3,172.6,889.9,13
15.4,74.5,603.4,13
16.6,65.2,638.9,13
8.8,171.7,733.0,13
17.8,145.3,946.3,13
16.0,162.9,580.3,13
17.2,125.2,908.5,13
5.4,128.8,858.5,13
15.9,243.5,852.6,13
14.5,57.8,749.2,13
2.5,32.5,641.6,13
9.7,225.4,758.2,13
10.1,31.2,595.6,13
4.6,225.6,624.5,13
13.5,71.8,998.1,13
11.1,1.4,920.6,13
1.9,189.2,795.8,13
5.2,209.4,982.0,13
8.0,105.1,581.3,13
3.9,173.0,669.7,13
17.1,151.0,1015.2,13
14.9,197.2,733.7,13
1.6,125.7,612.7,13
3.3,243.9,891.0,13
11.4,213.7,992.5,13
13.2,54.7,660.2,13
4.2,93.9,807.2,13
1.8,160.3,1007.3,13
7.9,191.0,713.4,13
8.6,110.4,687.3,13
13.8,182.4,745.3,13
14.8,220.9,975.6,13
5.7,128.7,681.9,13
15.4,74.2,903.9,13
3.1,69.0,997.4,13
3.9,95.9,895.6,13
13.0,62.4,598.5,13
14.6,238.9,796.2,13
15.9,233.9,615.0,13
11.3,211.7,756.4,13
6.9,126.6,881.4,13
8.6,141.9,649.0,13
15.4,241.5,756.5,13
14.1,161.6,723.8,13
11.2,40.2,979.9,13
3.1,0.3,674.4,13
0.3,99.5,809.6,13
10.3,187.1,654.8,13
18.0,231.1,674.8,13
14.7,89.5,935.3,13
12.4,141.7,901.7,13
8.5,231.2,816.2,13
9.4,185.3,707.3,13
11.7,175.7,643.8,13
9.5,80.5,901.7,13
8.4,24.7,947.2,13
13.9,42.8,950.5,13
11.3,141.6,706.4,13
16.1,110.2,811.6,13
4.9,172.4,745.7,13
15.5,8.7,890.0,13
10.6,191.3,748.0,13
1.4,69.1,1003.2,13
9.7,9.5,786.1,13
1.5,79.5,571.3,13
13.4,4.9,1019.4,13
15.2,15.9,944.4,13
8.6,42.4,956.5,13
0.6,160.1,805.6,13
2.3,112.6,1003.0,13
3.9,212.8,636.2,13
11.8,194.1,606.7,13
11.7,38.9,749.9,13
9.4,189.5,803.1,13
17.8,72.1,871.6,13
3.8,24.7,1003.5,13
13.5,152.5,931.3,13
8.4,73.4,737.9,13
2.8,84.9,915.4,13
3.8,156.5,913.7,13
14.0,185.0,939.7,13
5.4,84.5,698.9,13
5.8,17.9,1013.9,13
1.9,90.9,904.7,13
5.8,144.3,823.2,13
4.3,147.0,631.5,13
9.0,195.8,730.3,13
2.5,242.6,835.1,13
10.5,64.7,717.2,13
4.9,156.1,1010.0,13
13.3,57.3,986.4,13
9.9,41.6,820.7,13
8.8,228.5,722.1,13
0.2,216.7,928.3,13
9.7,77.3,988.6,13
6.6,138.9,703.9,13
5.4,16.3,585.3,13
8.1,214.3,839.9,13
15.9,241.9,584.7,13
11.5,211.7,881.2,13
15.2,201.3,1009.1,13
3.6,199.1,965.9,13
13.2,223.7,640.2,13
10.4,25.7,970.7,13
2.5,196.5,572.8,13
1.3,61.4,759.7,13
1.3,127.4,1020.7,13
17.3,39.8,559.6,13
3.0,66.7,722.5,13
13.0,40.6,950.8,13
5.1,120.7,1011.7,13
5.3,205.5,616.0,13
10.2,59.7,956.9,13
16.8,243.9,950.3,13
11.6,239.2,828.4,13
5.3,217.8,988.7,13
8.0,202.0,636.6,13
9.0,147.0,662.3,13
8.5,22.4,652.6,13
8.1,129.6,845.5,13
4.4,112.3,614.2,13
15.2,105.7,899.0,13
0.3,156.3,1004.1,13
2.5,22.1,568.3,13
6.4,154.1,978.9,13
0.9,246.2,984.6,13
13.2,97.8,650.2,13
4.2,233.9,582.7,13
11.8,121.4,940.1,13
13.5,66.5,831.1,13
2.8,164.6,943.6,13
8.3,179.8,935.8,13
17.2,81.7,965.4,13
2.6,219.2,975.6,13
6.1,53.1,635.3,13
7.1,71.3,736.8,13
15.5,111.1,920.1,13
3.2,205.1,915.5,13
10.3,199.9,568.1,13
7.0,109.0,885.3,13
5.1,34.7,726.5,13
9.6,35.1,728.9,13
16.8,212.9,848.4,13
13.1,1.3,875.3,13
4.4,168.7,819.1,13
12.8,129.0,611.1,13
8.2,187.5,671.9,13
10.3,147.1,989.1,13
11.7,17.7,646.3,13
17.3,134.6,893.1,13
4.2,202.6,621.1,13
12.7,170.6,566.4,13
1.6,32.6,694.9,13
16.8,71.0,889.1,13
11.3,139.8,849.9,13
1.2,210.7,574.2,13
8.7,50.5,798.8,13
12.1,19.0,891.2,13
5.8,50.6,601.6,13
14.7,197.4,661.7,13
1.4,187.2,779.9,13
4.4,125.6,825.5,13
13.1,235.1,952.6,13
8.3,24.5,1002.9,13
11.8,152.2,647.7,13
5.1,126.6,778.7,13
6.7,47.8,752.3,13
3.2,23.6,622.8,13
1.3,172.3,781.1,13
6.1,120.0,644.8,13
12.1,243.5,645.1,13
1.5,140.7,948.6,13
2.1,188.5,767.2,13
9.8,86.8,698.9,13
13.3,132.5,768.8,13
1.3,27.2,966.5,13
9.4,134.4,727.0,13
15.4,113.0,570.5,13
9.2,21.1,826.5,13
1.1,94.8,671.6,13
1.8,71.0,966.7,13
9.8,47.7,978.3,13
6.4,95.8,620.4,13
4.3,93.0,794.2,13
9.9,132.7,948.2,13
13.0,236.6,552.9,13
17.0,221.6,676.6,13
17.9,151.6,772.5,13
4.2,148.3,984.7,13
4.6,184.9,809.9,13
10.6,214.0,585.8,13
6.5,83.5,675.2,13
16.8,187.4,669.1,13
0.1,45.1,565.0,13
17.9,196.7,702.2,13
7.7,140.4,554.2,13
9.9,70.8,972.7,13
4.6,90.9,783.9,13
10.3,187.5,716.8,13
12.4,133.4,654.1,13
0.6,185.7,851.5,13
13.6,51.4,739.2,13
7.4,22.3,914.6,13
11.8,188.6,632.3,13
2.4,138.3,773.6,13
1.1,85.7,953.0,13
13.0,214.0,1004.7,13
9.3,161.0,574.2,13
1.9,14.0,919.9,13
7.7,147.7,976.1,13
7.1,171.1,786.0,13
16.3,62.7,762.7,13
6.2,126.3,836.2,13
7.0,73.8,956.0,13
16.0,154.1,1002.5,13
15.9,60.9,845.1,13
1.6,223.2,740.3,13
2.8,93.3,952.2,13
13.7,109.8,661.8,13
17.3,11.6,869.9,13
5.3,33.5,799.5,13
3.5,17.8,777.7,13
16.2,220.6,936.9,13
2.7,191.6,875.9,13
4.2,119.6,845.4,13
12.8,158.6,944.6,13
0.7,206.8,1014.1,13
3.0,85.5,905.5,13
17.0,160.9,653.9,13
14.5,44.5,949.1,13
12.6,132.2,614.8,13
17.8,27.9,917.1,13
13.8,96.8,570.3,13
3.5,178.3,952.5,13
7.2,29.7,564.6,13
16.4,144.3,564.3,13
9.6,30.9,1009.1,13
9.9,202.7,997.5,13
15.1,213.8,950.4,13
5.3,122.9,559.2,13
2.8,101.5,728.7,13
3.5,18.2,810.4,13
6.1,181.2,877.5,13
10.4,144.2,713.7,13
9.4,29.8,823.8,13
5.2,106.7,931.4,13
15.6,124.6,791.7,13
10.8,152.1,659.2,13
6.5,233.9,622.3,13
14.1,25.9,753.4,13
16.2,100.3,867.4,13
12.2,46.7,996.5,13
5.5,128.3,618.6,13
14.4,197.3,866.7,13
1.6,68.8,639.3,13
17.8,245.0,963.2,13
1.6,118.6,965.4,13
1.2,40.1,825.6,13
10.3,194.2,683.5,13
14.8,15.3,734.5,13
16.0,19.8,610.3,13
6.8,243.8,741.4,13
17.5,218.0,893.7,13
3.7,79.2,912.4,13
16.1,142.3,623.2,13
10.5,148.3,856.0,13
8.2,209.8,799.9,13
4.4,5.2,731.9,13
15.7,63.1,689.1,13
17.2,152.2,743.0,13
5.4,23.6,706.9,13
12.0,121.3,861.1,13
13.1,181.8,602.2,13
7.4,8.2,831.7,13
8.4,30.2,754.9,13
9.0,159.0,563.8,13
7.5,130.8,990.5,13
6.4,51.1,940.8,13
9.0,164.4,652.6,13
10.3,88.2,602.8,13
8.3,250.0,969.3,13
13.1,170.8,777.5,13
9.1,248.8,557.7,13
7.0,203.1,838.5,13
13.8,168.8,682.2,13
8.9,93.9,620.1,13
17.9,126.3,698.6,13
16.5,190.2,641.6,13
7.6,224.2,778.8,13
11.6,104.1,592.1,13
3.4,150.5,795.8,13
4.1,133.2,844.3,13
6.1,205.3,922.7,13
1.0,54.8,901.4,13
1.8,236.6,774.0,13
8.6,202.0,719.0,13
12.0,191.9,892.0,13
8.7,154.3,593.4,13
15.3,191.9,800.6,13
13.7,26.9,646.2,13
5.7,204.1,786.0,13
3.6,131.9,587.9,13
5.1,209.2,809.2,13
6.3,73.9,870.4,13
3.6,144.9,598.5,13
16.5,7.9,897.2,13
15.2,184.6,958.4,13
9.1,178.7,634.1,13
13.2,126.7,829.7,13
5.9,225.5,683.1,13
5.5,33.4,560.8,13
2.0,131.9,589.2,13
5.9,132.5,47.3,14
12.0,203.8,11.5,14
12.9,12.1,97.7,14
0.2,52.8,91.1,14
16.7,13.6,126.9,14
12.7,35.7,88.9,14
5.6,79.1,100.9,14
2.1,204.8,77.1,14
13.6,158.6,136.2,14
6.3,55.0,48.2,14
3.7,228.5,123.9,14
11.4,31.8,83.7,14
10.8,136.0,137.0,14
13.9,124.1,11.1,14
12.1,57.0,45.8,14
10.3,153.0,6.7,14
5.9,242.6,51.2,14
4.6,121.4,31.4,14
8.4,163.1,54.9,14
14.2,186.5,135.1,14
4.8,145.7,34.0,14
10.3,153.8,11.9,14
0.6,126.1,43.2,14
15.4,168.4,13.1,14
15.8,149.5,1.4,14
8.9,154.6,106.9,14
2.2,154.9,2.9,14
10.7,238.7,79.0,14
5.9,160.1,9.7,14
12.9,139.7,53.3,14
7.6,143.9,139.0,14
10.8,160.1,64.6,14
6.7,85.3,143.4,14
8.2,25.9,64.7,14
10.7,19.5,55.4,14
12.2,82.7,22.6,14
8.5,63.8,66.0,14
14.5,110.9,137.1,14
6.3,162.2,49.9,14
5.6,18.4,78.6,14
10.2,200.1,128.2,14
6.7,163.4,125.9,14
17.4,20.2,60.9,14
11.6,46.4,74.5,14
15.8,214.9,37.1,14
5.2,132.5,126.4,14
7.7,185.8,132.9,14
7.5,2.3,115.7,14
1.9,173.0,50.7,14
3.6,235.9,20.4,14
10.4,174.7,65.3,14
17.9,131.5,16.3,14
3.1,185.4,51.8,14
0.3,67.5,43.0,14
0.9,235.3,119.7,14
3.0,155.7,45.1,14
16.4,42.2,38.8,14
14.2,132.4,48.7,14
15.3,141.1,142.1,14
13.4,159.5,52.7,14
16.3,75.1,61.5,14
12.6,110.3,18.8,14
3.0,138.7,132.9,14
5.5,26.4,130.6,14
4.8,7.6,118.2,14
10.7,167.7,76.3,14
5.2,7.2,15.7,14
15.5,106.5,91.4,14
14.1,217.3,92.3,14
9.3,13.0,30.8,14
13.8,78.1,77.9,14
1.9,14.2,25.7,14
17.2,41.7,8.4,14
8.7,126.3,101.6,14
12.1,113.3,139.4,14
13.7,127.9,7.0,14
10.0,56.0,48.0,14
0.0,206.9,117.1,14
11.8,188.4,2.0,14
4.9,145.6,69.5,14
0.2,2.7,117.5,14
12.6,20.2,60.9,14
5.1,184.1,124.9,14
12.3,173.5,94.4,14
1.6,24.0,124.8,14
12.2,201.4,111.2,14
11.7,169.6,145.2,14
3.1,52.9,116.9,14
11.9,184.9,24.2,14
9.8,190.2,41.9,14
3.1,22.8,1.5,14
11.5,225.4,82.9,14
3.0,58.9,2.3,14
15.8,213.4,68.3,14
1.6,72.3,115.1,14
12.9,22.2,52.7,14
17.9,236.4,77.2,14
15.4,98.8,51.9,14
14.5,156.7,97.7,14
7.8,125.3,74.3,14
17.9,133.8,101.3,14
12.4,21.3,103.6,14
2.2,19.8,61.2,14
14.1,103.8,79.2,14
10.9,37.7,149.7,14
14.4,37.9,112.9,14
4.0,85.5,104.7,14
9.6,78.5,20.6,14
12.6,36.7,87.7,14
15.4,207.3,128.3,14
12.2,154.5,17.9,14
10.5,17.4,68.2,14
9.8,176.4,5.8,14
4.8,83.3,10.9,14
12.2,72.1,80.6,14
9.0,32.1,60.0,14
3.4,183.1,131.9,14
6.1,133.6,99.2,14
0.8,28.8,95.3,14
2.2,22.5,109.3,14
0.5,218.6,120.9,14
5.4,167.3,114.4,14
15.5,143.5,129.8,14
7.2,69.1,109.8,14
15.0,117.8,18.0,14
10.9,198.9,12.4,14
10.0,146.6,75.5,14
11.7,205.3,147.2,14
4.9,179.6,42.1,14
6.1,34.7,139.0,14
6.9,219.7,11.5,14
8.7,83.9,70.7,14
7.1,236.5,74.1,14
6.8,45.2,112.3,14
7.9,76.6,141.4,14
12.9,70.1,86.9,14
11.1,6.4,0.5,14
5.8,227.4,138.7,14
9.9,235.5,61.5,14
11.4,194.1,68.9,14
3.7,192.5,130.2,14
3.0,121.1,34.6,14
12.0,120.9,147.9,14
16.3,216.3,120.7,14
3.9,48.1,10.0,14
5.7,68.8,37.7,14
9.4,36.8,112.6,14
2.1,222.2,76.1,14
14.7,134.4,8.7,14
3.2,86.7,122.2,14
8.9,134.1,19.6,14
3.0,92.1,20.1,14
7.9,196.9,17.8,14
1.1,56.9,86.3,14
17.3,2.2,137.6,14
6.2,191.9,113.6,14
8.3,104.0,119.8,14
12.4,36.7,34.1,14
8.9,74.4,137.8,14
3.5,230.3,71.9,14
13.5,10.8,38.5,14
10.5,57.4,108.1,14
13.6,215.5,31.3,14
17.9,240.6,142.1,14
4.5,91.6,97.5,14
16.0,231.5,0.7,14
14.5,179.1,52.3,14
11.1,74.5,53.1,14
13.2,238.2,108.7,14
16.5,20.5,147.5,14
7.0,159.9,112.8,14
3.0,248.7,110.1,14
14.5,124.5,58.2,14
16.6,219.3,130.9,14
9.4,76.6,35.9,14
15.1,215.6,24.3,14
11.3,53.5,19.5,14
1.6,180.2,92.0,14
4.2,87.9,70.5,14
12.1,138.4,36.9,14
6.9,198.6,57.4,14
13.1,227.9,140.2,14
3.3,112.3,19.8,14
4.3,213.3,126.1,14
3.2,1.3,66.5,14
5.2,68.2,146.2,14
3.8,69.5,144.3,14
7.4,127.0,17.1,14
13.6,154.1,45.8,14
11.2,126.5,48.2,14
5.3,159.2,112.0,14
10.2,99.1,97.9,14
10.7,179.7,30.5,14
0.9,16.2,115.1,14
10.6,81.0,15.0,14
11.1,139.4,143.0,14
8.7,101.9,60.9,14
16.4,13.5,90.1,14
17.2,94.0,0.5,14
0.2,64.8,74.1,14
8.8,108.3,97.5,14
9.5,202.3,145.6,14
14.2,202.6,115.3,14
4.0,45.1,103.7,14
7.9,78.4,78.9,14
11.3,100.3,139.3,14
14.7,39.4,15.4,14
4.1,25.2,89.5,14
13.0,175.1,34.9,14
5.3,27.8,142.3,14
2.6,245.6,144.9,14
11.1,20.6,73.8,14
4.2,188.5,79.4,14
9.0,118.7,132.1,14
10.9,189.3,43.5,14
10.7,103.1,66.0,14
15.6,139.1,68.1,14
17.1,174.5,145.4,14
14.4,153.6,13.0,14
10.2,8.7,102.2,14
8.9,89.7,32.6,14
6.3,80.0,110.1,14
11.7,84.7,79.2,14
11.5,115.2,61.0,14
15.5,119.5,16.2,14
13.2,126.7,0.8,14
6.3,26.0,138.5,14
2.6,81.9,43.4,14
14.9,147.9,69.2,14
4.7,3.8,88.3,14
1.9,133.5,110.8,14
11.6,195.7,83.3,14
8.3,103.2,60.8,14
17.3,209.9,28.7,14
15.7,48.0,40.9,14
16.6,44.5,47.8,14
1.7,241.6,121.2,14
11.0,46.4,31.5,14
8.2,104.7,51.4,14
4.4,157.2,62.0,14
18.0,75.2,69.2,14
1.2,148.6,45.0,14
4.7,90.4,40.0,14
4.6,144.7,108.7,14
13.5,135.0,69.4,14
10.1,58.4,122.2,14
13.7,233.7,34.9,14
13.9,217.0,89.8,14
16.2,53.3,121.8,14
2.0,97.2,78.3,14
5.2,1.4,48.6,14
12.1,4.6,133.4,14
17.7,242.1,11.5,14
13.8,129.8,15.2,14
3.7,76.7,33.7,14
8.9,80.0,138.1,14
6.0,129.3,18.9,14
10.5,140.0,58.6,14
7.8,181.6,14.7,14
2.9,216.2,82.7,14
16.4,21.8,62.9,14
11.1,3.0,25.1,14
17.2,24.9,45.2,14
13.3,178.4,26.1,14
12.8,153.5,45.2,14
0.1,42.9,50.7,14
3.9,212.3,122.2,14
15.8,166.3,72.5,14
4.1,168.8,143.8,14
3.4,207.2,69.7,14
6.7,47.0,108.4,14
16.3,127.9,50.6,14
15.3,161.1,20.0,14
15.1,124.6,7.6,14
16.6,235.8,36.2,14
12.1,191.7,19.8,14
12.6,112.3,47.9,14
10.1,91.2,109.6,14
11.6,183.9,139.2,14
14.3,93.5,135.7,14
4.7,55.0,133.3,14
15.0,93.9,121.3,14
9.9,56.6,98.1,14
8.3,206.5,39.6,14
7.8,26.4,24.9,14
0.3,29.5,91.4,14
7.9,33.0,115.5,14
14.6,189.3,27.8,14
16.3,83.8,149.4,14
4.4,20.0,18.2,14
5.4,128.7,52.5,14
11.1,27.5,106.0,14
7.2,79.0,88.2,14
7.4,242.4,117.0,14
11.5,25.5,18.1,14
6.6,100.3,143.4,14
17.8,110.3,32.7,14
5.2,123.2,61.7,14
13.8,120.2,60.4,14
4.0,77.8,98.3,14
16.6,165.3,34.5,14
11.1,189.6,129.7,14
4.4,72.9,31.4,14
2.6,135.1,24.7,14
13.5,191.7,87.0,14
5.6,189.7,112.4,14
8.0,83.2,123.8,14
7.3,36.6,38.3,14
1.9,55.7,131.9,14
16.7,6.9,69.0,14
16.3,224.7,81.6,14
10.0,215.5,54.2,14
7.7,8.9,91.9,14
6.0,219.2,104.0,14
14.0,123.0,17.3,14
15.7,91.0,19.9,14
10.9,51.8,140.4,14
3.7,191.8,20.1,14
7.9,54.9,29.9,14
2.5,96.9,1.5,14
4.1,28.5,68.6,14
15.1,32.4,117.8,14
4.3,192.7,97.3,14
14.7,32.9,101.0,14
17.3,65.6,57.7,14
1.7,96.6,5.3,14
2.8,212.8,45.4,14
3.0,48.4,123.7,14
13.2,33.8,97.1,14
1.4,150.3,36.4,14
0.3,162.3,36.3,14
13.1,108.7,76.7,14
6.7,248.0,4.2,14
11.1,225.0,104.7,14
16.0,24.5,94.6,14
14.9,17.1,18.7,14
1.5,9.9,13.4,14
9.3,124.2,67.1,14
11.6,164.4,46.1,14
16.0,144.2,53.2,14
17.1,101.1,83.4,14
12.5,155.5,24.3,14
6.5,53.4,62.0,14
4.5,75.7,139.0,14
0.6,225.6,102.2,14
3.3,110.9,141.3,14
16.5,142.1,75.5,14
16.1,180.8,71.6,14
6.7,141.2,26.8,14
2.9,247.2,140.0,14
7.8,119.0,10.4,14
1.7,224.4,143.9,14
4.8,45.8,19.7,14
2.4,69.7,24.2,14
13.4,210.4,102.1,14
17.2,19.5,139.9,14
15.2,126.8,92.9,14
12.0,134.1,81.0,14
0.6,122.0,11.9,14
7.9,230.2,67.1,14
2.0,123.8,148.3,14
6.6,211.6,80.7,14
1.8,226.5,89.8,14
8.6,165.5,5.0,14
13.5,40.2,119.7,14
12.0,32.3,112.9,14
4.0,126.8,17.3,14
13.8,61.2,0.1,14
0.7,109.7,99.2,14
18.0,177.0,36.9,14
13.1,154.7,15.6,14
0.6,9.9,91.3,14
1.7,63.4,77.5,14
10.0,246.8,92.3,14
4.6,117.1,91.7,14
12.3,158.0,95.4,14
0.4,248.3,144.7,14
5.4,245.7,102.6,14
10.2,250.1,123.0,14
15.9,153.3,82.9,14
10.1,56.9,138.7,14
8.2,96.5,37.9,14
